Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpRiskPercent,InpSL_ATR_Mult,InpTP_ATR_Mult,InpTrailStartMult,InpTrailStepMult,InpBreakEvenMult,InpFastEMA,InpSlowEMA,InpRSIPeriod,InpRSILow,InpRSIHigh,InpATRPeriodSlow,InpCooldownBars,InpMaxSpreadPoints,InpMaxSlippagePoints,InpStartHour,InpEndHour
6281,82401.64,416.75,46.305556,927.111111,5.425726,5.167004,82401.636379571937,0.7433,9,0.75,2.00,3.00,0.50,0.75,0.9,18,300,8,46,60,65,1,26,4,23,15
6259,71200.88,800.09,88.898889,801.090000,4.746055,5.188808,71200.879912008779,1.5809,9,1.00,1.25,3.75,0.50,0.75,1.8,16,280,8,46,60,65,1,26,2,23,15
6126,68224.87,467.63,51.958889,767.606557,4.576084,4.281405,68224.871501920847,0.9867,9,1.00,2.00,3.00,0.50,0.75,0.9,18,300,9,46,59,55,6,20,2,2,15
6257,68224.87,467.63,51.958889,767.606557,4.576084,4.281405,68224.871501920847,0.9867,9,1.00,2.00,3.00,0.50,0.75,0.9,18,300,9,46,59,55,6,28,3,2,13
6327,68224.87,467.63,51.958889,767.606557,4.576084,4.281405,68224.871501920847,0.9867,9,1.00,2.00,3.00,0.50,0.75,0.9,18,300,9,46,59,55,6,20,2,2,13
6210,68085.33,627.33,69.703333,766.036585,4.524232,5.792241,68085.332388170413,1.3147,9,1.00,1.50,2.00,0.50,0.75,0.9,18,300,8,46,60,55,3,36,9,2,13
6393,68085.33,627.33,69.703333,766.036585,4.524232,5.792241,68085.332388170413,1.3147,9,1.00,1.50,2.00,0.50,0.75,0.9,18,300,8,46,60,75,8,36,9,2,13
6142,67936.38,465.65,51.738889,764.360656,4.527027,5.748676,67936.375761330972,0.9884,9,0.75,1.50,2.00,0.50,0.75,0.9,18,300,8,46,60,65,2,26,4,23,13
6326,67936.38,465.65,51.738889,764.360656,4.527027,5.748676,67936.375761330972,0.9884,9,0.75,1.50,2.00,0.50,0.75,0.9,18,300,8,46,60,65,1,26,4,23,13
6332,67453.08,788.24,87.582222,758.923077,4.500885,5.768239,67453.083751453916,1.6386,9,1.25,1.50,2.00,0.50,0.75,0.9,18,300,8,46,60,65,5,30,2,2,15
6397,67453.08,788.24,87.582222,758.923077,4.500885,5.768239,67453.083751453916,1.6386,9,1.25,1.50,2.00,0.50,0.75,0.9,18,300,8,46,60,65,5,30,2,2,13
6292,65848.57,960.88,53.382222,697.289855,6.569221,18.352491,65848.568122253811,1.3674,18,1.00,2.00,3.00,0.75,0.85,1.5,18,300,8,47,59,55,6,30,9,23,13
6028,64545.50,587.32,58.732000,717.243902,4.235684,6.336183,64545.496669845226,1.3197,10,1.00,1.50,2.00,0.50,0.75,0.9,18,300,9,47,59,55,6,30,2,2,15
6299,63703.67,443.54,55.442500,728.114754,4.340346,3.032284,63703.670616544914,0.9890,8,1.00,2.00,3.00,0.50,0.75,0.9,18,300,8,46,60,65,1,26,4,7,13
6262,63132.95,928.03,58.001875,673.485507,8.256495,19.253288,63132.953009046927,1.0386,16,1.00,2.00,3.00,0.75,0.85,1.5,18,300,8,46,59,80,8,14,9,22,13
6277,63132.95,928.03,58.001875,673.485507,8.256495,19.253288,63132.953009046927,1.0386,16,1.00,2.00,3.00,0.75,0.85,1.5,18,300,8,46,59,80,8,14,10,23,13
6374,63132.95,928.03,58.001875,673.485507,8.256495,19.253288,63132.953009046927,1.0386,16,1.00,2.00,3.00,0.75,0.85,1.5,18,300,8,46,59,55,6,30,9,23,13
6141,62761.19,681.89,42.618125,669.519608,8.283406,19.255798,62761.187116582463,0.7763,16,0.75,2.00,3.00,0.75,0.85,1.5,18,300,8,46,59,60,2,26,4,23,13
6151,62761.19,681.89,42.618125,669.519608,8.283406,19.255798,62761.187116582463,0.7763,16,0.75,2.00,3.00,0.75,0.85,1.5,18,300,8,46,59,55,8,26,4,23,13
6156,62761.19,681.89,42.618125,669.519608,8.283406,19.255798,62761.187116582463,0.7763,16,0.75,2.00,3.00,0.75,0.85,1.8,14,280,8,46,59,60,2,40,4,23,13
6164,62761.19,681.89,42.618125,669.519608,8.283406,19.255798,62761.187116582463,0.7763,16,0.75,2.00,3.00,0.75,0.85,1.5,18,300,8,46,59,75,8,14,10,23,13
6254,62761.19,681.89,42.618125,669.519608,8.283406,19.255798,62761.187116582463,0.7763,16,0.75,2.00,3.00,0.75,0.85,1.8,14,260,8,46,59,75,8,28,4,23,13
6297,62761.19,681.89,42.618125,669.519608,8.283406,19.255798,62761.187116582463,0.7763,16,0.75,2.00,3.00,0.75,0.85,1.5,18,300,8,46,59,55,6,26,4,23,13
6338,62761.19,681.89,42.618125,669.519608,8.283406,19.255798,62761.187116582463,0.7763,16,0.75,2.00,3.00,0.75,0.85,1.5,18,300,8,46,59,75,8,36,4,23,13
6381,62761.19,681.89,42.618125,669.519608,8.283406,19.255798,62761.187116582463,0.7763,16,0.75,2.00,3.00,0.75,0.85,1.8,16,280,8,46,59,75,1,14,10,23,13
6382,62761.19,681.89,42.618125,669.519608,8.283406,19.255798,62761.187116582463,0.7763,16,0.75,2.00,3.00,0.75,0.85,1.8,18,300,8,46,59,60,2,40,4,23,13
6157,61981.63,1525.07,95.316875,661.203463,8.026684,19.258164,61981.626512673414,1.6752,16,1.00,1.25,3.00,0.75,0.85,1.8,14,280,8,46,59,75,8,14,10,23,13
6174,59563.49,1199.03,74.939375,635.407407,7.727700,19.256736,59563.488095634879,1.3978,16,2.00,3.00,3.75,0.75,0.85,1.8,14,280,8,46,59,75,8,14,10,23,13
6175,59563.49,1199.03,74.939375,635.407407,7.727700,19.256736,59563.488095634879,1.3978,16,2.00,3.00,3.75,0.75,0.85,1.8,16,280,8,46,59,75,8,14,10,23,13
5940,58702.52,646.28,71.808889,660.469388,3.885996,4.276808,58702.519770698666,1.5821,9,1.00,1.25,3.75,0.50,0.75,1.8,16,260,9,46,59,80,8,14,10,23,15
5948,58702.52,646.28,71.808889,660.469388,3.885996,4.276808,58702.519770698666,1.5821,9,1.00,1.25,3.75,0.50,0.75,0.9,18,300,9,46,59,55,8,40,6,22,13
6173,58702.52,646.28,71.808889,660.469388,3.885996,4.276808,58702.519770698666,1.5821,9,1.00,1.25,3.75,0.50,0.75,1.8,16,280,9,46,59,80,8,14,10,23,15
6275,58702.52,646.28,71.808889,660.469388,3.885996,4.276808,58702.519770698666,1.5821,9,1.00,1.25,3.75,0.50,0.75,1.8,16,280,9,46,59,55,6,14,9,23,13
6340,58488.87,400.81,44.534444,658.065574,3.922204,4.274032,58488.868781610006,0.9904,9,1.00,2.00,3.75,0.50,0.75,0.9,18,300,9,46,59,55,6,30,2,6,13
6378,58488.87,400.81,44.534444,658.065574,3.922204,4.274032,58488.868781610006,0.9904,9,1.00,2.00,3.75,0.50,0.75,0.9,18,300,9,46,59,55,3,36,9,2,13
5002,57632.01,258.97,28.774444,648.425000,3.861766,4.468352,57632.014576320144,0.6561,9,1.00,3.00,2.00,0.50,0.75,0.9,18,300,9,46,59,75,8,14,10,7,13
5454,57224.63,527.13,58.570000,643.841463,3.820059,4.477145,57224.62984053899,1.3209,9,1.00,1.50,2.00,0.50,0.75,0.9,18,300,9,46,59,55,3,36,9,2,13
5839,57224.63,527.13,58.570000,643.841463,3.820059,4.477145,57224.62984053899,1.3209,9,1.00,1.50,2.00,0.50,0.75,0.9,18,300,9,46,59,55,3,36,9,2,15
5999,57224.63,527.13,58.570000,643.841463,3.820059,4.477145,57224.62984053899,1.3209,9,1.00,1.50,2.00,0.50,0.75,0.9,18,300,9,46,59,75,8,36,9,2,13
6244,57224.63,527.13,58.570000,643.841463,3.820059,4.477145,57224.62984053899,1.3209,9,1.00,1.50,2.00,0.50,0.75,0.9,18,300,9,46,59,75,8,36,9,2,15
6347,57224.63,527.13,58.570000,643.841463,3.820059,4.477145,57224.62984053899,1.3209,9,1.00,1.50,2.00,0.50,0.75,0.9,18,300,9,46,59,75,6,36,9,2,13
6372,57224.63,527.13,58.570000,643.841463,3.820059,4.477145,57224.62984053899,1.3209,9,1.00,1.50,2.00,0.50,0.75,0.9,18,300,9,46,59,55,6,30,2,6,13
5933,57162.78,661.41,73.490000,643.145631,3.805800,4.476115,57162.784260948218,1.6458,9,1.25,1.50,2.00,0.50,0.75,0.9,18,300,9,46,59,55,6,30,2,2,15
6143,57162.78,661.41,73.490000,643.145631,3.805800,4.476115,57162.784260948218,1.6458,9,1.25,1.50,2.00,0.50,0.75,0.9,18,300,9,46,59,55,6,30,2,2,13
6189,57162.78,661.41,73.490000,643.145631,3.805800,4.476115,57162.784260948218,1.6458,9,1.25,1.50,2.00,0.50,0.75,0.9,18,300,9,46,59,80,8,14,9,2,13
6360,57162.78,661.41,73.490000,643.145631,3.805800,4.476115,57162.784260948218,1.6458,9,1.25,1.50,2.00,0.50,0.75,0.9,18,300,9,46,59,75,8,14,9,2,13
6168,57001.71,192.10,21.344444,641.333333,3.902885,4.474899,57001.707236683746,0.4886,9,0.75,3.00,2.00,0.50,0.75,0.9,18,300,9,46,59,75,8,14,4,23,13
5892,54068.40,523.20,37.371429,582.333333,7.106764,15.159414,54068.402683541171,0.7043,14,1.00,3.00,3.00,0.75,0.85,1.5,18,300,8,46,59,75,8,14,10,7,13
6339,53919.04,800.02,57.144286,580.724638,7.167354,15.116927,53919.038737948162,1.0438,14,1.00,2.00,3.00,0.75,0.85,1.5,18,260,8,46,59,55,6,14,2,6,13
6376,53919.04,800.02,57.144286,580.724638,7.167354,15.116927,53919.038737948162,1.0438,14,1.00,2.00,3.00,0.75,0.85,1.8,16,280,8,46,59,55,6,14,2,6,13
6118,53218.74,242.91,30.363750,608.275000,3.622279,3.094813,53218.740625937404,0.6572,8,1.00,3.00,2.00,0.50,0.75,0.9,18,300,8,46,60,65,7,14,10,7,13
6170,47039.07,348.64,38.737778,529.242424,6.475483,5.682647,47039.067137057325,0.5229,9,0.50,2.00,3.00,0.75,0.85,1.8,14,280,8,46,60,65,1,26,4,23,15
5863,46964.77,648.71,72.078889,528.406504,6.452258,5.739927,46964.770550948531,0.9528,9,1.25,2.75,3.00,0.75,0.85,1.5,18,300,8,46,60,65,1,26,2,2,13
6188,46964.77,648.71,72.078889,528.406504,6.452258,5.739927,46964.770550948531,0.9528,9,1.25,2.75,3.00,0.75,0.85,1.5,18,300,8,46,60,65,1,26,2,2,15
6355,46964.77,648.71,72.078889,528.406504,6.452258,5.739927,46964.770550948531,0.9528,9,1.25,2.75,3.00,0.75,0.85,1.5,18,300,8,46,60,60,6,30,2,2,13
6093,46556.37,721.48,80.164444,523.811594,6.463716,5.707792,46556.37495831737,1.0516,9,1.00,2.00,3.00,0.75,0.85,1.8,14,280,8,46,60,75,8,14,10,0,13
6149,46556.37,721.48,80.164444,523.811594,6.463716,5.707792,46556.37495831737,1.0516,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,8,46,60,65,6,30,9,23,13
6224,46556.37,721.48,80.164444,523.811594,6.463716,5.707792,46556.37495831737,1.0516,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,8,46,60,65,1,26,4,23,13
6271,46556.37,721.48,80.164444,523.811594,6.463716,5.707792,46556.37495831737,1.0516,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,8,46,60,55,6,20,2,2,15
6302,46556.37,721.48,80.164444,523.811594,6.463716,5.707792,46556.37495831737,1.0516,9,1.00,2.00,3.00,0.75,0.85,1.8,14,280,8,46,60,65,2,26,3,0,13
6345,46556.37,721.48,80.164444,523.811594,6.463716,5.707792,46556.37495831737,1.0516,9,1.00,2.00,3.00,0.75,0.85,1.8,16,280,8,46,60,75,8,14,10,23,15
5949,46556.01,697.06,69.706000,517.340741,6.244938,6.893955,46556.011065560117,1.0540,10,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,47,59,55,6,30,9,23,13
6323,46556.01,697.06,69.706000,517.340741,6.244938,6.893955,46556.011065560117,1.0540,10,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,47,59,55,6,36,10,23,13
3940,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,14,280,8,46,60,65,1,26,4,23,13
3998,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.5,18,300,8,46,60,65,1,26,4,23,13
4273,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.5,18,300,8,46,60,65,2,26,4,23,13
5530,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,16,280,8,46,60,65,1,26,4,23,13
5792,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,14,280,8,46,60,65,1,26,4,23,15
5829,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.5,18,280,8,46,60,65,1,26,4,23,13
5878,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,14,260,8,46,60,65,1,26,4,23,15
5882,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,14,260,8,46,60,65,1,26,4,23,13
5886,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.5,18,300,8,46,60,65,1,26,4,23,15
5932,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,16,280,8,46,60,65,1,26,4,23,15
6021,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.3,14,280,8,46,60,65,1,26,4,23,15
6037,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,20,260,8,46,60,65,1,26,4,23,13
6048,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.5,18,260,8,46,60,65,2,26,4,23,13
6125,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.4,18,300,8,46,60,65,1,26,4,23,13
6136,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,14,280,8,46,60,65,2,26,4,23,13
6177,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,16,260,8,46,60,65,1,26,4,23,13
6213,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,20,280,8,46,60,65,1,26,4,23,15
6234,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,14,260,8,46,60,65,8,14,2,22,13
6246,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.5,18,300,8,46,60,50,2,26,4,23,13
6250,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,18,300,8,46,60,65,1,26,4,23,13
6289,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,16,300,8,46,60,65,1,26,4,23,13
6298,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.5,18,300,8,46,60,75,8,14,5,23,13
6304,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,14,280,8,46,60,65,2,26,4,23,15
6307,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,20,280,8,46,60,65,1,26,4,23,13
6320,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,14,280,8,46,60,70,1,26,4,23,15
6335,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.7,16,280,8,46,60,65,1,26,4,23,13
6349,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.5,18,260,8,46,60,65,1,26,4,23,13
6356,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.5,18,300,8,46,60,30,1,26,4,23,15
6369,46330.01,530.67,58.963333,521.264706,6.508094,5.705222,46330.007522123611,0.7801,9,0.75,2.00,3.00,0.75,0.85,1.8,14,280,8,46,60,55,3,36,4,23,13
6253,46201.48,1058.39,117.598889,519.818627,6.366639,5.712847,46201.480069857927,1.5252,9,2.00,2.75,3.00,0.75,0.85,1.5,18,300,8,46,60,70,8,14,10,23,13
6167,45953.65,340.58,37.842222,517.030303,6.325780,6.008999,45953.653792869853,0.5230,9,0.75,3.00,2.75,0.75,0.85,1.5,18,280,8,46,60,65,1,26,7,23,13
5986,45821.15,1173.15,130.350000,515.539474,6.359915,5.719078,45821.14887926411,1.6776,9,1.00,1.25,3.00,0.75,0.85,1.8,14,280,8,46,60,75,8,14,10,23,13
6146,45821.15,1173.15,130.350000,515.539474,6.359915,5.719078,45821.14887926411,1.6776,9,1.00,1.25,3.00,0.75,0.85,1.8,14,280,8,46,60,75,8,14,10,23,15
6352,45821.15,1173.15,130.350000,515.539474,6.359915,5.719078,45821.14887926411,1.6776,9,1.00,1.25,3.00,0.75,0.85,1.5,18,300,8,46,60,75,8,14,9,23,13
6080,45619.26,516.05,51.605000,506.931373,6.328796,6.871332,45619.261603251442,0.7812,10,0.75,2.00,3.00,0.75,0.85,1.8,16,280,9,47,59,75,1,14,10,23,13
6145,45619.26,516.05,51.605000,506.931373,6.328796,6.871332,45619.261603251442,0.7812,10,0.75,2.00,3.00,0.75,0.85,1.5,18,260,9,47,59,55,2,26,4,23,13
6161,45619.26,516.05,51.605000,506.931373,6.328796,6.871332,45619.261603251442,0.7812,10,0.75,2.00,3.00,0.75,0.85,1.8,16,280,9,47,59,75,1,14,10,23,15
6220,45619.26,516.05,51.605000,506.931373,6.328796,6.871332,45619.261603251442,0.7812,10,0.75,2.00,3.00,0.75,0.85,1.8,16,280,9,47,59,55,6,30,9,23,13
6260,45619.26,516.05,51.605000,506.931373,6.328796,6.871332,45619.261603251442,0.7812,10,0.75,2.00,3.00,0.75,0.85,1.8,16,280,9,47,59,55,7,36,4,23,13
6310,45619.26,516.05,51.605000,506.931373,6.328796,6.871332,45619.261603251442,0.7812,10,0.75,2.00,3.00,0.75,0.85,1.5,18,300,9,47,59,60,2,26,4,23,13
6373,45619.26,516.05,51.605000,506.931373,6.328796,6.871332,45619.261603251442,0.7812,10,0.75,2.00,3.00,0.75,0.85,1.5,18,260,9,47,59,75,1,14,10,23,13
6341,45585.92,859.98,95.553333,512.892857,6.428315,5.701986,45585.917598716311,1.2465,9,0.75,1.25,3.00,0.75,0.85,1.8,14,280,8,46,60,65,1,26,4,23,15
6379,45585.92,859.98,95.553333,512.892857,6.428315,5.701986,45585.917598716311,1.2465,9,0.75,1.25,3.00,0.75,0.85,1.8,14,280,8,46,60,65,1,26,4,23,13
6071,45340.27,1131.37,113.137000,503.831111,6.187083,6.878869,45340.26597340266,1.6689,10,1.00,1.25,3.00,0.75,0.85,1.8,14,280,9,47,59,55,7,14,10,23,13
6171,45340.27,1131.37,113.137000,503.831111,6.187083,6.878869,45340.26597340266,1.6689,10,1.00,1.25,3.00,0.75,0.85,1.8,14,280,9,47,59,55,7,14,10,23,15
6301,45340.27,1131.37,113.137000,503.831111,6.187083,6.878869,45340.26597340266,1.6689,10,1.00,1.25,3.00,0.75,0.85,1.5,18,300,9,47,59,55,7,14,10,23,13
6317,45340.27,1131.37,113.137000,503.831111,6.187083,6.878869,45340.26597340266,1.6689,10,1.00,1.25,3.00,0.75,0.85,1.5,18,300,9,47,59,55,7,14,10,23,15
6055,45052.73,333.89,37.098889,506.893939,6.201523,5.686322,45052.733783860662,0.5228,9,0.75,3.00,4.00,0.75,0.85,1.5,18,300,8,46,60,65,1,26,4,23,13
6391,45052.73,333.89,37.098889,506.893939,6.201523,5.686322,45052.733783860662,0.5228,9,0.75,3.00,4.00,0.75,0.85,1.5,18,300,8,46,60,65,1,26,4,23,15
6228,43438.91,907.19,100.798889,488.736559,6.031848,5.679831,43438.905810733151,1.3910,9,2.00,3.00,3.75,0.75,0.85,1.8,14,280,8,46,60,65,1,26,4,23,13
6258,43438.91,907.19,100.798889,488.736559,6.031848,5.679831,43438.905810733151,1.3910,9,2.00,3.00,3.75,0.75,0.85,1.8,16,280,8,46,60,65,1,16,10,23,15
5925,41835.64,461.31,35.485385,453.264706,5.657469,9.827052,41835.635440980797,0.7853,13,0.75,2.00,3.00,0.75,0.85,1.5,24,300,8,46,59,55,8,26,4,23,13
5596,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,55,6,30,2,6,13
5699,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,55,6,30,2,6,15
5762,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,80,8,14,9,6,15
5765,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,55,6,14,2,6,13
5771,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,75,8,14,10,7,13
5843,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,55,6,20,2,2,15
5853,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,75,8,14,10,23,13
5900,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,80,8,14,9,6,13
5946,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,80,8,14,10,23,15
5970,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,55,6,20,2,2,13
5982,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,260,9,46,59,55,6,14,2,6,13
5993,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.6,16,260,9,46,59,55,6,30,2,6,13
6005,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.8,14,280,9,46,59,75,8,14,10,0,13
6018,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.8,14,280,9,46,59,55,6,20,2,2,15
6051,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,280,9,46,59,55,7,14,10,23,13
6083,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.8,14,280,9,46,59,55,6,30,2,6,13
6107,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,55,8,26,4,23,13
6120,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,75,8,14,10,0,13
6131,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,75,8,30,2,6,13
6158,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.8,14,280,9,46,59,75,6,20,2,2,13
6159,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,75,8,28,2,22,13
6180,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,80,8,36,10,23,15
6199,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,55,6,14,2,2,13
6203,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,260,9,46,59,55,6,20,2,6,13
6223,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,80,8,14,9,22,13
6227,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,80,8,14,10,7,15
6237,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,55,8,14,10,23,13
6241,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,80,8,14,10,23,13
6266,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,65,1,30,2,6,15
6273,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,75,8,28,9,22,13
6274,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,80,8,14,9,2,13
6278,40892.04,619.76,68.862222,460.081481,5.673380,5.131285,40892.04248299449,1.0388,9,1.00,2.00,3.00,0.75,0.85,1.5,18,300,9,46,59,55,6,14,2,22,13
